rh.aparc.volume,rh_bankssts_volume,rh_caudalanteriorcingulate_volume,rh_caudalmiddlefrontal_volume,rh_cuneus_volume,rh_entorhinal_volume,rh_fusiform_volume,rh_inferiorparietal_volume,rh_inferiortemporal_volume,rh_isthmuscingulate_volume,rh_lateraloccipital_volume,rh_lateralorbitofrontal_volume,rh_lingual_volume,rh_medialorbitofrontal_volume,rh_middletemporal_volume,rh_parahippocampal_volume,rh_paracentral_volume,rh_parsopercularis_volume,rh_parsorbitalis_volume,rh_parstriangularis_volume,rh_pericalcarine_volume,rh_postcentral_volume,rh_posteriorcingulate_volume,rh_precentral_volume,rh_precuneus_volume,rh_rostralanteriorcingulate_volume,rh_rostralmiddlefrontal_volume,rh_superiorfrontal_volume,rh_superiorparietal_volume,rh_superiortemporal_volume,rh_supramarginal_volume,rh_frontalpole_volume,rh_temporalpole_volume,rh_transversetemporal_volume,rh_insula_volume,BrainSegVolNotVent,eTIV
50017,2317.0,1803.0,6772.0,3508.0,1525.0,7258.0,16064.0,10024.0,2295.0,12773.0,5685.0,7305.0,7169.0,13300.0,1295.0,4013.0,4760.0,2815.0,4815.0,2618.0,11791.0,2911.0,15351.0,12843.0,1037.0,18867.0,24307.0,11977.0,12324.0,12654.0,1983.0,2333.0,1023.0,5894.0,1205346.0,1747757.838564
50019,2580.0,2284.0,10832.0,3244.0,2018.0,9500.0,18347.0,14148.0,2841.0,14686.0,10494.0,5732.0,6996.0,16092.0,1766.0,5360.0,4993.0,4054.0,5894.0,2061.0,12886.0,4184.0,16550.0,10514.0,2950.0,23879.0,34065.0,12694.0,15962.0,10278.0,1518.0,3086.0,906.0,9217.0,1457807.0,1929665.777531
50020,2208.0,1695.0,5267.0,3400.0,2005.0,9348.0,14545.0,12450.0,2636.0,11776.0,8979.0,7108.0,6210.0,12581.0,1659.0,4073.0,5986.0,3482.0,5890.0,2560.0,9623.0,3570.0,12752.0,10916.0,1566.0,16041.0,20704.0,12612.0,11638.0,10654.0,1162.0,2310.0,923.0,7074.0,1189295.0,1490953.823793
50022,2398.0,2729.0,7604.0,3599.0,2141.0,9953.0,17064.0,11770.0,2702.0,17933.0,8849.0,9089.0,6447.0,13577.0,2092.0,5711.0,5117.0,3736.0,6773.0,2493.0,10949.0,4001.0,14605.0,11114.0,3058.0,20977.0,30077.0,15307.0,13008.0,11310.0,1599.0,3050.0,1042.0,7094.0,1297881.0,1612653.098051
50023,2424.0,1554.0,6233.0,3018.0,1729.0,10757.0,20182.0,11784.0,2325.0,12532.0,8760.0,7728.0,6009.0,15364.0,2481.0,5047.0,3740.0,3820.0,4091.0,2058.0,10445.0,4022.0,14159.0,13114.0,1950.0,22159.0,27345.0,16109.0,15004.0,13757.0,1342.0,2325.0,1036.0,6547.0,1304612.0,1497560.568003
50024,2445.0,2244.0,8751.0,2869.0,1840.0,7924.0,13752.0,10793.0,2364.0,12605.0,8408.0,7526.0,5981.0,15332.0,2369.0,4601.0,3858.0,2740.0,4436.0,1924.0,10884.0,3830.0,15673.0,9955.0,1792.0,16627.0,27778.0,12708.0,14707.0,10991.0,1522.0,2396.0,809.0,7470.0,1205734.0,1572087.430663
50025,1889.0,1625.0,4349.0,3094.0,1254.0,9506.0,12140.0,7764.0,2588.0,12729.0,6706.0,6242.0,4948.0,10445.0,1707.0,3588.0,3783.0,2658.0,5748.0,2232.0,6376.0,2647.0,10915.0,9616.0,1556.0,14134.0,17893.0,12124.0,10913.0,7667.0,1342.0,3060.0,694.0,6252.0,966997.0,1024959.415721
50026,2171.0,2552.0,7697.0,3676.0,1431.0,10443.0,17791.0,12486.0,3321.0,13448.0,8787.0,7148.0,7720.0,15845.0,1995.0,5320.0,6185.0,3043.0,4757.0,2326.0,12301.0,3522.0,15965.0,12324.0,2514.0,20233.0,31749.0,13671.0,13644.0,13306.0,1602.0,2542.0,809.0,7744.0,1290893.0,1681242.005146
50027,2138.0,1462.0,4787.0,2750.0,1577.0,8635.0,15034.0,8452.0,1781.0,10517.0,7004.0,7298.0,4983.0,11362.0,1767.0,4414.0,3902.0,3212.0,5151.0,2319.0,8653.0,2530.0,12585.0,9721.0,1491.0,16525.0,20649.0,13460.0,10881.0,9043.0,1383.0,2057.0,824.0,4637.0,1001063.0,1012846.696334
50028,3491.0,2643.0,6642.0,3293.0,1550.0,10477.0,19931.0,12218.0,2631.0,12404.0,9431.0,7198.0,9006.0,15811.0,1863.0,7501.0,4588.0,4046.0,5641.0,1883.0,12208.0,4278.0,15762.0,14182.0,1831.0,23272.0,30653.0,16795.0,15034.0,13857.0,2010.0,3217.0,968.0,6533.0,1368389.0,1734834.62719
50029,2574.0,2329.0,9649.0,4477.0,1662.0,11615.0,22587.0,14684.0,3404.0,14771.0,10085.0,7915.0,8302.0,16610.0,2235.0,5631.0,5323.0,5032.0,6680.0,3298.0,13576.0,3546.0,17571.0,16835.0,2114.0,25532.0,32865.0,20030.0,15640.0,13400.0,2294.0,2870.0,1369.0,7492.0,1362397.0,1706167.148679
50030,2671.0,2405.0,7749.0,4239.0,2083.0,10094.0,18040.0,11426.0,2807.0,15448.0,7350.0,7932.0,6149.0,14208.0,2195.0,3930.0,3914.0,2980.0,5057.0,2738.0,8571.0,3435.0,15156.0,9985.0,2407.0,18850.0,24580.0,14068.0,11941.0,10495.0,1633.0,3030.0,971.0,7664.0,1230842.0,1339573.477889
50031,2346.0,3670.0,8510.0,3238.0,2126.0,9734.0,17728.0,12217.0,3573.0,11795.0,8935.0,7584.0,6937.0,13682.0,1887.0,4293.0,3544.0,4048.0,5079.0,2275.0,10341.0,4131.0,15910.0,12574.0,2778.0,23153.0,25804.0,15875.0,14018.0,12714.0,1957.0,3201.0,812.0,7442.0,1272024.0,1426483.117163
50032,2088.0,2246.0,8473.0,3719.0,1748.0,9853.0,16665.0,9359.0,3088.0,13065.0,8287.0,6272.0,5950.0,14180.0,1883.0,4069.0,4639.0,3857.0,4384.0,2427.0,10170.0,4275.0,16200.0,11999.0,3256.0,18014.0,25647.0,15901.0,13045.0,11523.0,1468.0,2279.0,1074.0,8271.0,1284205.0,1323468.475827
50033,2880.0,2551.0,7269.0,3678.0,1840.0,8336.0,17616.0,10387.0,2701.0,11240.0,8069.0,8052.0,5939.0,13823.0,2141.0,4958.0,4048.0,3410.0,5811.0,2419.0,9889.0,3851.0,14981.0,12009.0,1889.0,19406.0,24274.0,16579.0,12586.0,10877.0,1188.0,1653.0,968.0,6098.0,1207268.0,1291299.506989
50034,2691.0,2256.0,6654.0,3261.0,1888.0,10924.0,16758.0,10612.0,2762.0,11785.0,7609.0,8171.0,6507.0,12793.0,2260.0,4784.0,4871.0,3200.0,6225.0,2532.0,9677.0,4290.0,13836.0,12873.0,1847.0,17697.0,25115.0,15298.0,13253.0,13231.0,1467.0,2644.0,928.0,6696.0,1222079.0,1342466.211523
50035,2697.0,1847.0,7231.0,3688.0,1853.0,10192.0,17536.0,13246.0,2703.0,12783.0,7740.0,5691.0,5693.0,16084.0,2066.0,4428.0,4291.0,3832.0,6102.0,2177.0,9474.0,3614.0,18422.0,10889.0,2269.0,19091.0,27187.0,17945.0,14526.0,11663.0,1530.0,3087.0,912.0,6405.0,1227986.0,1272293.900367
50036,3154.0,2558.0,5970.0,3378.0,1780.0,8435.0,14078.0,9592.0,2112.0,10853.0,7449.0,8905.0,6986.0,14277.0,1595.0,4299.0,4192.0,3673.0,5603.0,3024.0,9237.0,3674.0,12598.0,9429.0,1868.0,20127.0,25388.0,11941.0,14578.0,11690.0,1879.0,2686.0,874.0,6016.0,1171842.0,1294909.179202
50037,2037.0,2399.0,8085.0,3583.0,2054.0,10984.0,13907.0,10953.0,2571.0,13869.0,9055.0,7499.0,7504.0,13461.0,2116.0,4811.0,5784.0,3576.0,4749.0,1842.0,9127.0,3773.0,13964.0,10709.0,1781.0,19772.0,25803.0,14033.0,12317.0,10618.0,1397.0,2610.0,955.0,6588.0,1234693.0,1291250.429757
50038,3039.0,1748.0,4706.0,3180.0,2003.0,7911.0,17085.0,9744.0,2500.0,12725.0,8200.0,7166.0,6508.0,13305.0,1976.0,4839.0,3092.0,3700.0,4814.0,2174.0,8646.0,3677.0,11362.0,11316.0,979.0,17694.0,24665.0,15208.0,12594.0,11835.0,1331.0,2223.0,1028.0,5434.0,1103888.0,1090922.911511
50039,1760.0,1897.0,6893.0,3320.0,1940.0,10299.0,13531.0,10328.0,1965.0,13105.0,7653.0,5089.0,6380.0,12537.0,1600.0,5025.0,4793.0,2634.0,5356.0,1852.0,9755.0,3425.0,13852.0,9911.0,1666.0,16291.0,26485.0,13061.0,11952.0,10441.0,1086.0,2469.0,1203.0,6776.0,1205799.0,1475934.856553
50040,1943.0,2293.0,6159.0,3188.0,1588.0,9642.0,13693.0,10413.0,2513.0,12982.0,7413.0,7106.0,5695.0,12875.0,2167.0,4110.0,4385.0,3332.0,4677.0,2433.0,8020.0,3427.0,13329.0,10380.0,1740.0,15775.0,21413.0,12301.0,10490.0,10356.0,1306.0,2742.0,811.0,7002.0,1185658.0,1165558.865974
50041,2368.0,1949.0,6888.0,2993.0,1547.0,9945.0,15811.0,9894.0,2579.0,12717.0,8132.0,5062.0,5726.0,12305.0,2094.0,5014.0,4719.0,3183.0,5516.0,1442.0,9244.0,3324.0,14598.0,10749.0,2612.0,18213.0,29143.0,14602.0,13059.0,11037.0,1387.0,2405.0,1248.0,7422.0,1228514.0,1304303.180035
50042,2202.0,1890.0,5665.0,3002.0,1587.0,10054.0,13827.0,10713.0,2804.0,13200.0,7749.0,6943.0,5580.0,11346.0,2033.0,3699.0,3844.0,2864.0,4724.0,2178.0,9202.0,2901.0,13717.0,9672.0,2636.0,14823.0,22780.0,11585.0,12071.0,9206.0,1265.0,2427.0,739.0,7018.0,1141581.0,1244253.141275
50043,1997.0,2238.0,6972.0,3520.0,2561.0,10019.0,15304.0,13152.0,2250.0,15145.0,9168.0,8199.0,6883.0,12666.0,2288.0,5260.0,4201.0,3931.0,5552.0,2223.0,10120.0,3667.0,16001.0,10034.0,2043.0,21278.0,28344.0,12697.0,13077.0,11136.0,1734.0,2825.0,873.0,6486.0,1217159.0,1466369.225368
50044,2077.0,1970.0,7609.0,4522.0,1860.0,12117.0,12718.0,11477.0,2754.0,14286.0,8818.0,7744.0,6625.0,12003.0,2539.0,5126.0,5636.0,3574.0,6124.0,2730.0,10424.0,3448.0,16419.0,10698.0,2111.0,17588.0,25567.0,15170.0,15134.0,12557.0,1375.0,3205.0,1273.0,6525.0,1296990.0,1376479.486895
50045,2642.0,2292.0,8303.0,4599.0,2279.0,11769.0,19365.0,10004.0,2168.0,16444.0,8878.0,8256.0,6814.0,15285.0,2204.0,6628.0,4713.0,4095.0,6143.0,3195.0,12137.0,4316.0,16289.0,11617.0,2099.0,17529.0,28871.0,16945.0,15642.0,13876.0,1377.0,3386.0,864.0,6993.0,1440349.0,1683419.16261
50046,2261.0,1960.0,4864.0,2197.0,1495.0,9417.0,13747.0,9010.0,2666.0,9772.0,8284.0,4194.0,6634.0,10521.0,1965.0,4028.0,4210.0,3392.0,4207.0,1216.0,9011.0,3347.0,14052.0,9088.0,1441.0,16575.0,21999.0,11267.0,11541.0,10659.0,1257.0,2776.0,948.0,6645.0,1065680.0,1261884.590074
50047,2992.0,2839.0,7516.0,3433.0,1977.0,9989.0,17582.0,13602.0,3031.0,13158.0,9337.0,8135.0,6556.0,15892.0,2270.0,5443.0,5437.0,4051.0,6097.0,2560.0,12090.0,4330.0,16328.0,12274.0,1763.0,19201.0,28684.0,12622.0,13921.0,12099.0,1590.0,2632.0,828.0,7517.0,1351136.0,1477290.834524
50048,2381.0,1800.0,6370.0,3472.0,1636.0,7842.0,15110.0,10467.0,2785.0,10058.0,8307.0,7475.0,5604.0,13386.0,2331.0,4481.0,3733.0,3255.0,5297.0,2668.0,10692.0,3460.0,15103.0,12299.0,2019.0,19006.0,22989.0,13890.0,11574.0,11184.0,1267.0,2081.0,724.0,5442.0,1122232.0,1133515.662719
50049,1942.0,1923.0,5355.0,3695.0,1233.0,8615.0,11139.0,9141.0,2104.0,9667.0,6981.0,6734.0,5599.0,10156.0,1840.0,3872.0,3596.0,3055.0,4087.0,2497.0,8263.0,3174.0,13441.0,10934.0,1619.0,16789.0,23585.0,14949.0,11307.0,12409.0,1614.0,2061.0,774.0,4522.0,1065470.0,1257933.147651
50050,2534.0,2124.0,9339.0,3714.0,1259.0,11172.0,15996.0,11635.0,2799.0,13820.0,9279.0,7947.0,7662.0,15385.0,1860.0,6589.0,5133.0,4242.0,8020.0,3039.0,13227.0,4995.0,17643.0,14352.0,2324.0,23226.0,34237.0,19061.0,14301.0,13856.0,1794.0,2433.0,1139.0,7427.0,1429952.0,1395431.915138
50051,2354.0,2576.0,9567.0,3296.0,1678.0,12411.0,17196.0,12327.0,3520.0,14997.0,9117.0,7097.0,7357.0,16197.0,1900.0,5148.0,6382.0,4358.0,5789.0,1772.0,10673.0,4835.0,18271.0,15015.0,1896.0,22003.0,29241.0,16020.0,15778.0,14708.0,1706.0,2451.0,1108.0,6987.0,1379226.0,1521016.402773
50052,2409.0,2805.0,7498.0,3164.0,1705.0,7535.0,13855.0,8420.0,2357.0,10595.0,7840.0,5553.0,5592.0,13755.0,1500.0,3594.0,4700.0,3326.0,4028.0,1527.0,10711.0,4241.0,15399.0,9837.0,2331.0,16438.0,22622.0,11649.0,13359.0,11627.0,1332.0,3025.0,937.0,7585.0,1087673.0,1358576.55471
50053,1935.0,2240.0,5882.0,3084.0,1582.0,8933.0,15016.0,9181.0,2621.0,13635.0,7452.0,7413.0,5415.0,12011.0,1314.0,4325.0,4142.0,4547.0,5767.0,2270.0,8630.0,3739.0,12719.0,9638.0,1474.0,17842.0,22758.0,11999.0,11804.0,9546.0,1581.0,2221.0,733.0,5677.0,1014583.0,1241623.062427
50054,3098.0,2555.0,7894.0,3255.0,2641.0,10400.0,22992.0,12123.0,3160.0,14155.0,9344.0,7911.0,7009.0,14763.0,2038.0,5886.0,4568.0,4487.0,6097.0,2093.0,11202.0,5108.0,15584.0,12391.0,1981.0,21845.0,29906.0,17369.0,15052.0,12029.0,1915.0,3168.0,1020.0,7293.0,1199927.0,1405650.279592
50055,2432.0,1727.0,5438.0,3031.0,1891.0,10968.0,16231.0,12397.0,1982.0,12792.0,8207.0,5850.0,5327.0,11947.0,1967.0,4048.0,4051.0,3825.0,5145.0,1712.0,8693.0,3114.0,14394.0,10954.0,1690.0,19234.0,27608.0,12973.0,13286.0,9807.0,1505.0,2786.0,1002.0,6252.0,1100702.0,1125620.005913
50056,2316.0,2103.0,5025.0,3373.0,1429.0,9025.0,19363.0,8034.0,2929.0,15393.0,7847.0,7954.0,6023.0,13704.0,1914.0,4018.0,3808.0,4059.0,5104.0,1955.0,9385.0,3925.0,13723.0,11388.0,1780.0,18329.0,28338.0,16047.0,12554.0,11731.0,1905.0,2709.0,745.0,5131.0,1079772.0,1347519.419586
50057,2248.0,2055.0,6022.0,2975.0,1626.0,9367.0,15825.0,9876.0,2286.0,12701.0,8221.0,7912.0,5748.0,12884.0,1555.0,4042.0,5767.0,3420.0,7313.0,1886.0,9378.0,3758.0,11298.0,10676.0,2008.0,18975.0,23330.0,14953.0,11036.0,12139.0,1722.0,3069.0,750.0,5311.0,1038631.0,1190379.324627
50058,1791.0,1828.0,7925.0,3082.0,2263.0,8441.0,13260.0,10803.0,2859.0,11829.0,9060.0,6409.0,5871.0,12861.0,1763.0,4584.0,4113.0,3324.0,4286.0,1931.0,11841.0,4115.0,15848.0,11713.0,2286.0,16163.0,28158.0,13406.0,11295.0,11228.0,1285.0,2802.0,740.0,7689.0,1234976.0,1360092.833155
50059,2306.0,2364.0,8467.0,3219.0,2037.0,10527.0,12768.0,10796.0,2303.0,11211.0,9118.0,7524.0,6713.0,12317.0,1821.0,4484.0,4322.0,3173.0,3964.0,2080.0,11724.0,4327.0,16436.0,12677.0,1497.0,14485.0,25439.0,15319.0,14319.0,13094.0,1482.0,2751.0,1030.0,6632.0,1251668.0,1592462.463708
50060,2661.0,3303.0,7517.0,3200.0,1831.0,10726.0,19779.0,13378.0,3598.0,15406.0,10134.0,8412.0,6621.0,14078.0,2172.0,5899.0,3716.0,3300.0,3941.0,2641.0,11769.0,4180.0,17659.0,11890.0,2656.0,17984.0,28780.0,16900.0,13659.0,10201.0,1325.0,2658.0,759.0,7841.0,1400083.0,1415748.781458
50102,2302.0,2013.0,7684.0,4880.0,2700.0,10847.0,16359.0,13057.0,4269.0,14848.0,9840.0,9897.0,7772.0,12254.0,2006.0,5521.0,5878.0,4682.0,6998.0,3192.0,12835.0,4251.0,16713.0,15192.0,2164.0,15105.0,24709.0,19641.0,13956.0,13339.0,2306.0,3107.0,947.0,8041.0,1215245.0,1521734.208342
50103,2237.0,2005.0,5429.0,3707.0,1472.0,10330.0,18374.0,9728.0,2949.0,14336.0,8908.0,7773.0,6427.0,13739.0,1976.0,4858.0,5454.0,3519.0,6467.0,2233.0,9484.0,4164.0,15984.0,12459.0,1434.0,17152.0,24908.0,16914.0,13582.0,11921.0,1650.0,2337.0,998.0,7124.0,1213391.0,1549231.307073
50104,2679.0,2775.0,6856.0,3847.0,1646.0,11262.0,22023.0,13478.0,3784.0,15883.0,9470.0,10165.0,7560.0,16139.0,2419.0,5407.0,5093.0,4517.0,6422.0,2394.0,11602.0,4297.0,15290.0,14021.0,2348.0,23158.0,28212.0,15650.0,15578.0,12199.0,1454.0,3251.0,947.0,8858.0,1427080.0,1829971.449092
50105,2480.0,2549.0,5749.0,3569.0,1952.0,9520.0,16903.0,11237.0,2564.0,14018.0,7704.0,8302.0,6076.0,13913.0,2339.0,4432.0,4439.0,3450.0,5714.0,2121.0,10627.0,3718.0,14317.0,12148.0,2049.0,14379.0,24276.0,17147.0,13742.0,12105.0,1406.0,2547.0,896.0,7167.0,1189613.0,1527471.723692
50106,2156.0,2232.0,6515.0,4014.0,1321.0,9602.0,18120.0,8766.0,3589.0,16094.0,9464.0,9089.0,6815.0,11498.0,1684.0,4900.0,4260.0,4147.0,6158.0,2255.0,10673.0,3462.0,15895.0,13811.0,2442.0,22930.0,28808.0,18957.0,13252.0,12504.0,1709.0,2759.0,1028.0,6417.0,1148137.0,1424967.730622
50107,2596.0,2543.0,7378.0,3884.0,2199.0,11282.0,23266.0,11271.0,3119.0,16451.0,9432.0,7723.0,8221.0,13421.0,2177.0,4787.0,4726.0,4101.0,6752.0,2588.0,10917.0,3554.0,14892.0,12368.0,2384.0,20209.0,25881.0,18061.0,13660.0,12486.0,1447.0,2607.0,976.0,8420.0,1353774.0,1737604.690908
50108,2550.0,1257.0,5304.0,4356.0,1634.0,10685.0,17601.0,10104.0,2839.0,14839.0,8161.0,8906.0,6838.0,12628.0,2149.0,4303.0,3837.0,3186.0,3617.0,3093.0,10765.0,4046.0,15799.0,10605.0,1582.0,17767.0,26124.0,15556.0,11758.0,12521.0,1582.0,2879.0,1114.0,6757.0,1215796.0,1595925.839712
50109,2200.0,1977.0,6818.0,2667.0,1642.0,8993.0,15040.0,10781.0,2783.0,12802.0,8083.0,6277.0,5784.0,13780.0,1755.0,3803.0,3575.0,3243.0,4232.0,1742.0,9605.0,4008.0,12505.0,9048.0,2249.0,15267.0,24836.0,13248.0,13489.0,11318.0,1479.0,2547.0,883.0,7325.0,1133839.0,1402078.350644
50110,2174.0,1797.0,5365.0,4330.0,1858.0,6079.0,15574.0,6894.0,2868.0,11761.0,8339.0,7026.0,6412.0,8343.0,1781.0,4862.0,3294.0,3346.0,4140.0,2937.0,10856.0,3400.0,12684.0,10634.0,1462.0,15103.0,24366.0,13237.0,11148.0,10513.0,1651.0,1691.0,1043.0,7288.0,1053286.0,1571178.281151
50111,2904.0,1815.0,6319.0,3736.0,1646.0,9736.0,16669.0,13543.0,3399.0,14028.0,9011.0,9855.0,7075.0,15944.0,2570.0,4352.0,4182.0,3950.0,5594.0,2670.0,11276.0,3566.0,15282.0,13289.0,1323.0,19894.0,23261.0,16573.0,13996.0,12819.0,1668.0,2666.0,1177.0,7743.0,1253466.0,1504193.587343
50112,1909.0,2472.0,7208.0,2925.0,1573.0,8564.0,14703.0,8617.0,2647.0,11369.0,8232.0,7123.0,6782.0,10458.0,1914.0,4238.0,4502.0,3607.0,6205.0,1924.0,8179.0,3691.0,12969.0,12241.0,2381.0,18137.0,22086.0,14094.0,11979.0,11694.0,1573.0,2990.0,968.0,7762.0,1178621.0,1513358.802141
50113,1837.0,1957.0,6614.0,3984.0,1351.0,9843.0,13975.0,8687.0,2490.0,13369.0,7461.0,8164.0,6577.0,12454.0,1666.0,3775.0,4295.0,3885.0,4838.0,2659.0,7408.0,3468.0,11936.0,9776.0,1639.0,17938.0,25450.0,13185.0,12272.0,11138.0,1810.0,3137.0,949.0,5400.0,1118471.0,1391575.286078
50114,2388.0,2293.0,6271.0,3957.0,1992.0,10374.0,14295.0,10999.0,2807.0,14033.0,8684.0,8405.0,6021.0,13760.0,2372.0,4714.0,4143.0,3275.0,4464.0,2464.0,10748.0,2858.0,14922.0,11830.0,2400.0,16407.0,22501.0,14033.0,12203.0,10700.0,1816.0,2721.0,942.0,6510.0,1185453.0,1485368.463258
