rh.aparc.area,rh_bankssts_area,rh_caudalanteriorcingulate_area,rh_caudalmiddlefrontal_area,rh_cuneus_area,rh_entorhinal_area,rh_fusiform_area,rh_inferiorparietal_area,rh_inferiortemporal_area,rh_isthmuscingulate_area,rh_lateraloccipital_area,rh_lateralorbitofrontal_area,rh_lingual_area,rh_medialorbitofrontal_area,rh_middletemporal_area,rh_parahippocampal_area,rh_paracentral_area,rh_parsopercularis_area,rh_parsorbitalis_area,rh_parstriangularis_area,rh_pericalcarine_area,rh_postcentral_area,rh_posteriorcingulate_area,rh_precentral_area,rh_precuneus_area,rh_rostralanteriorcingulate_area,rh_rostralmiddlefrontal_area,rh_superiorfrontal_area,rh_superiorparietal_area,rh_superiortemporal_area,rh_supramarginal_area,rh_frontalpole_area,rh_temporalpole_area,rh_transversetemporal_area,rh_insula_area,rh_WhiteSurfArea_area,BrainSegVolNotVent,eTIV
50012,1020.0,662.0,1505.0,1688.0,464.0,3203.0,6304.0,2819.0,1035.0,4787.0,2800.0,3548.0,2165.0,3502.0,805.0,1417.0,1335.0,900.0,2037.0,1720.0,3471.0,1046.0,4010.0,4449.0,489.0,5327.0,5925.0,6018.0,4048.0,3826.0,344.0,433.0,331.0,2386.0,85820.5,1193247.0,1378539.009132
50013,759.0,586.0,2232.0,1383.0,501.0,3287.0,5119.0,3200.0,994.0,5100.0,2424.0,2847.0,1929.0,3189.0,629.0,1412.0,1291.0,944.0,1393.0,1182.0,4157.0,1244.0,4757.0,4320.0,549.0,5293.0,6231.0,5731.0,3311.0,3454.0,361.0,504.0,332.0,1996.0,82641.0,1133969.0,1410565.477549
50014,884.0,658.0,1950.0,1711.0,378.0,3532.0,5493.0,3070.0,960.0,5675.0,2487.0,3400.0,1960.0,3790.0,843.0,1348.0,1724.0,1020.0,2053.0,1422.0,3909.0,1223.0,5303.0,4374.0,560.0,4808.0,6115.0,5341.0,4205.0,4105.0,322.0,514.0,511.0,2188.0,87834.3,1171436.0,1486394.302118
50015,869.0,655.0,2204.0,1606.0,431.0,3186.0,5601.0,3267.0,1049.0,4671.0,2787.0,3172.0,2005.0,3849.0,795.0,1712.0,1626.0,1014.0,1816.0,1369.0,4208.0,1194.0,5395.0,4610.0,547.0,4693.0,6806.0,5865.0,4336.0,4227.0,374.0,572.0,469.0,2366.0,89344.6,1181995.0,1573455.174632
50016,1236.0,902.0,2800.0,2198.0,747.0,4130.0,6538.0,4653.0,1083.0,5958.0,3414.0,4250.0,2845.0,4695.0,737.0,2227.0,1896.0,1089.0,2539.0,1991.0,5058.0,1569.0,6357.0,6573.0,990.0,7869.0,10607.0,7486.0,4713.0,5636.0,394.0,683.0,406.0,3319.0,117584.0,1476326.0,1434693.225641
50017,967.0,651.0,2435.0,1779.0,335.0,2407.0,6163.0,3206.0,823.0,4880.0,2222.0,2962.0,2180.0,3777.0,512.0,1539.0,1485.0,764.0,1665.0,1618.0,5097.0,1037.0,6025.0,5143.0,342.0,5619.0,7440.0,5507.0,3799.0,4858.0,373.0,583.0,400.0,2492.0,91085.9,1205346.0,1747757.838564
50019,1251.0,1026.0,3847.0,1913.0,596.0,3643.0,7090.0,4309.0,1373.0,5687.0,4227.0,3050.0,2947.0,4782.0,789.0,2361.0,1768.0,1178.0,1991.0,1438.0,5581.0,1702.0,6281.0,5106.0,1111.0,8518.0,11103.0,5879.0,5076.0,3873.0,460.0,637.0,395.0,3227.0,114214.0,1457807.0,1929665.777531
50020,958.0,710.0,1833.0,1833.0,480.0,3646.0,6133.0,4206.0,978.0,5365.0,3547.0,3762.0,2454.0,4029.0,645.0,1549.0,1896.0,1188.0,2172.0,1813.0,4100.0,1458.0,4853.0,4699.0,535.0,5852.0,6657.0,5615.0,4155.0,4132.0,359.0,446.0,384.0,2542.0,94985.2,1189295.0,1490953.823793
50022,894.0,962.0,2461.0,1733.0,449.0,3264.0,5730.0,3362.0,937.0,6079.0,3002.0,4055.0,2421.0,3568.0,656.0,2141.0,1594.0,1019.0,1989.0,1711.0,4344.0,1316.0,4828.0,4048.0,899.0,7032.0,8420.0,5496.0,3739.0,3715.0,329.0,589.0,382.0,2391.0,95553.6,1297881.0,1612653.098051
50023,1037.0,655.0,1896.0,1655.0,413.0,3218.0,6191.0,3235.0,900.0,4925.0,3033.0,3257.0,2266.0,4030.0,938.0,1783.0,1330.0,886.0,1376.0,1496.0,4251.0,1481.0,4644.0,4829.0,581.0,6802.0,8110.0,5763.0,4360.0,4308.0,328.0,432.0,395.0,2413.0,93217.4,1304612.0,1497560.568003
50024,936.0,794.0,2791.0,1532.0,326.0,2656.0,4809.0,3098.0,777.0,4771.0,2921.0,2991.0,2293.0,3909.0,700.0,1585.0,1369.0,884.0,1463.0,1304.0,4243.0,1342.0,5299.0,3571.0,604.0,6084.0,8469.0,5159.0,4271.0,3687.0,355.0,411.0,297.0,2347.0,88048.8,1205734.0,1572087.430663
50025,727.0,585.0,1359.0,1515.0,267.0,3056.0,4317.0,2839.0,915.0,4715.0,2305.0,2849.0,1665.0,3123.0,565.0,1313.0,1155.0,731.0,1764.0,1543.0,2970.0,983.0,3705.0,3815.0,450.0,4915.0,5310.0,4827.0,3246.0,2707.0,326.0,488.0,269.0,2076.0,73395.0,966997.0,1024959.415721
50026,999.0,764.0,2715.0,1880.0,462.0,3231.0,6169.0,3625.0,1178.0,5208.0,3207.0,3209.0,2358.0,4424.0,643.0,1921.0,1832.0,881.0,1528.0,1441.0,4926.0,1198.0,5754.0,4743.0,687.0,6321.0,9091.0,5527.0,4294.0,4774.0,428.0,605.0,383.0,2694.0,99098.4,1290893.0,1681242.005146
50027,833.0,554.0,1599.0,1444.0,332.0,2937.0,5013.0,2898.0,741.0,4284.0,2420.0,3333.0,2000.0,3122.0,644.0,1436.0,1293.0,897.0,1564.0,1773.0,3702.0,896.0,4395.0,3462.0,560.0,5308.0,5824.0,5331.0,3150.0,2964.0,378.0,372.0,300.0,1874.0,77631.7,1001063.0,1012846.696334
50028,1296.0,1026.0,2315.0,1667.0,366.0,3188.0,7009.0,3920.0,1069.0,5063.0,3313.0,3272.0,3019.0,4527.0,643.0,2454.0,1631.0,1083.0,1923.0,1521.0,5022.0,1489.0,5865.0,5300.0,698.0,7710.0,9066.0,6775.0,4572.0,4830.0,496.0,656.0,453.0,2484.0,105724.0,1368389.0,1734834.62719
50029,1046.0,765.0,2801.0,1828.0,306.0,3568.0,6876.0,3804.0,1071.0,5556.0,3198.0,3494.0,2693.0,4091.0,693.0,1706.0,1670.0,1108.0,1978.0,1919.0,4991.0,1351.0,5500.0,5577.0,675.0,6879.0,8896.0,6941.0,4369.0,4205.0,435.0,522.0,491.0,2668.0,103671.0,1362397.0,1706167.148679
50030,1097.0,895.0,2711.0,2053.0,405.0,3335.0,6852.0,3449.0,963.0,5845.0,2500.0,3847.0,2216.0,3915.0,781.0,1532.0,1433.0,937.0,1724.0,1758.0,3864.0,1276.0,5248.0,4047.0,775.0,6976.0,7683.0,5667.0,4003.0,3686.0,408.0,503.0,353.0,2557.0,95293.7,1230842.0,1339573.477889
50031,906.0,1210.0,2470.0,1552.0,428.0,2870.0,5776.0,3507.0,1195.0,4413.0,2747.0,3538.0,2287.0,3722.0,656.0,1487.0,1243.0,938.0,1505.0,1644.0,4292.0,1444.0,5171.0,4364.0,775.0,6783.0,6850.0,5971.0,3971.0,4210.0,400.0,603.0,407.0,2871.0,92204.5,1272024.0,1426483.117163
50032,948.0,825.0,2929.0,1940.0,343.0,3446.0,6240.0,3241.0,1297.0,5509.0,2966.0,3387.0,2342.0,4203.0,763.0,1738.0,1499.0,1093.0,1670.0,1875.0,4479.0,1597.0,5932.0,4639.0,904.0,6096.0,8002.0,6674.0,4310.0,4084.0,396.0,460.0,399.0,2701.0,98927.4,1284205.0,1323468.475827
50033,1100.0,974.0,2545.0,1700.0,420.0,2940.0,6237.0,3124.0,994.0,4806.0,2725.0,3149.0,2279.0,3783.0,706.0,1756.0,1372.0,885.0,1713.0,1546.0,4207.0,1478.0,5520.0,4426.0,686.0,6720.0,7421.0,6546.0,3762.0,3608.0,297.0,332.0,349.0,2354.0,92463.4,1207268.0,1291299.506989
50034,1074.0,877.0,2383.0,1764.0,351.0,3587.0,5968.0,3290.0,944.0,5125.0,2866.0,3515.0,2244.0,3623.0,841.0,1948.0,1590.0,901.0,2039.0,1825.0,4184.0,1523.0,4951.0,4883.0,670.0,6491.0,7947.0,6586.0,4097.0,4651.0,379.0,538.0,332.0,2587.0,96573.8,1222079.0,1342466.211523
50035,993.0,622.0,2271.0,1928.0,434.0,3244.0,5765.0,4174.0,1021.0,5225.0,2704.0,2734.0,2215.0,4321.0,605.0,1389.0,1282.0,966.0,1718.0,1621.0,3753.0,1210.0,5872.0,3856.0,704.0,6214.0,7669.0,6213.0,3906.0,3450.0,365.0,598.0,313.0,2235.0,91587.4,1227986.0,1272293.900367
50036,1157.0,955.0,2014.0,1591.0,375.0,2723.0,5032.0,3114.0,920.0,4811.0,2657.0,4258.0,2135.0,4028.0,638.0,1623.0,1334.0,861.0,1751.0,1968.0,3849.0,1425.0,4617.0,3704.0,584.0,6211.0,6914.0,4741.0,4338.0,4027.0,360.0,549.0,378.0,2411.0,88052.7,1171842.0,1294909.179202
50037,879.0,812.0,2673.0,1769.0,484.0,3640.0,5079.0,3494.0,921.0,5420.0,3216.0,3443.0,2664.0,3801.0,706.0,1772.0,1856.0,989.0,1613.0,1420.0,3915.0,1367.0,4793.0,4476.0,668.0,7008.0,7997.0,5657.0,3803.0,3695.0,454.0,541.0,340.0,2182.0,93545.4,1234693.0,1291250.429757
50038,1199.0,628.0,1659.0,1554.0,420.0,2567.0,5835.0,2905.0,957.0,5040.0,2701.0,3120.0,2255.0,3536.0,601.0,1570.0,1079.0,881.0,1413.0,1655.0,3503.0,1331.0,3785.0,3974.0,356.0,5530.0,6827.0,5782.0,3797.0,3823.0,323.0,442.0,396.0,2088.0,83531.3,1103888.0,1090922.911511
50039,796.0,755.0,2578.0,1721.0,374.0,3525.0,4939.0,3358.0,785.0,5402.0,2721.0,2598.0,2288.0,3661.0,520.0,1791.0,1558.0,829.0,1694.0,1371.0,4008.0,1209.0,4901.0,4132.0,508.0,5661.0,7912.0,5461.0,3682.0,3831.0,276.0,464.0,395.0,2212.0,87915.9,1205799.0,1475934.856553
50040,768.0,852.0,2037.0,1531.0,283.0,3289.0,5082.0,3497.0,892.0,5455.0,2475.0,3469.0,2099.0,3704.0,734.0,1441.0,1370.0,997.0,1614.0,1616.0,3467.0,1352.0,4491.0,3919.0,544.0,5661.0,6717.0,4771.0,3341.0,3587.0,352.0,460.0,297.0,2331.0,84495.1,1185658.0,1165558.865974
50041,1064.0,779.0,2503.0,1469.0,384.0,3271.0,6100.0,3517.0,1036.0,4592.0,2881.0,2423.0,2373.0,4033.0,710.0,1894.0,1524.0,1013.0,1876.0,991.0,3951.0,1172.0,5082.0,4486.0,856.0,6984.0,9199.0,6048.0,4116.0,4314.0,379.0,601.0,443.0,2630.0,94694.8,1228514.0,1304303.180035
50042,849.0,637.0,1945.0,1671.0,418.0,3168.0,4856.0,3221.0,901.0,5438.0,2546.0,3398.0,2012.0,3115.0,652.0,1471.0,1389.0,859.0,1494.0,1689.0,3883.0,1132.0,5026.0,4086.0,775.0,5196.0,7063.0,4836.0,3519.0,3374.0,314.0,572.0,299.0,2383.0,84185.4,1141581.0,1244253.141275
50043,747.0,819.0,2121.0,1726.0,596.0,3253.0,4680.0,3574.0,936.0,5401.0,2827.0,3496.0,2441.0,3366.0,784.0,1723.0,1285.0,1015.0,1644.0,1569.0,3852.0,1285.0,5079.0,3634.0,617.0,6994.0,7954.0,4376.0,3711.0,3332.0,374.0,404.0,334.0,2406.0,88356.3,1217159.0,1466369.225368
50044,804.0,744.0,2359.0,2075.0,410.0,3886.0,4488.0,3495.0,1020.0,5689.0,3289.0,3740.0,2563.0,3513.0,820.0,1702.0,1830.0,1081.0,2005.0,2131.0,4362.0,1181.0,5511.0,4203.0,665.0,6425.0,7397.0,5799.0,4542.0,4169.0,325.0,598.0,444.0,2331.0,95597.3,1296990.0,1376479.486895
50045,1063.0,941.0,2612.0,2074.0,538.0,3866.0,7106.0,3532.0,868.0,6809.0,3351.0,4224.0,2852.0,4568.0,837.0,2283.0,1611.0,1139.0,2123.0,2249.0,5235.0,1619.0,5927.0,4282.0,773.0,6316.0,8875.0,6635.0,4767.0,5009.0,409.0,631.0,415.0,2742.0,108278.0,1440349.0,1683419.16261
50046,913.0,642.0,1710.0,1344.0,432.0,3126.0,5050.0,2925.0,925.0,4295.0,3081.0,2135.0,2401.0,3162.0,569.0,1476.0,1334.0,989.0,1491.0,979.0,3775.0,1211.0,4621.0,3660.0,456.0,5825.0,6432.0,4800.0,3572.0,3649.0,336.0,465.0,376.0,2319.0,80477.8,1065680.0,1261884.590074
50047,1103.0,992.0,2429.0,1638.0,490.0,3311.0,5895.0,3960.0,1088.0,5352.0,3167.0,3767.0,2296.0,4325.0,710.0,1776.0,1535.0,1052.0,1852.0,1729.0,4550.0,1608.0,5299.0,4469.0,596.0,6219.0,8354.0,4685.0,3726.0,3910.0,326.0,542.0,305.0,2462.0,95517.0,1351136.0,1477290.834524
50048,858.0,677.0,1943.0,1650.0,371.0,2505.0,4463.0,3077.0,930.0,4197.0,2887.0,3103.0,1960.0,3383.0,674.0,1409.0,1309.0,880.0,1444.0,1687.0,4137.0,1143.0,5058.0,4295.0,588.0,5819.0,6398.0,5315.0,3451.0,3790.0,331.0,394.0,314.0,2319.0,82758.8,1122232.0,1133515.662719
50049,748.0,694.0,1686.0,1522.0,298.0,2714.0,3780.0,2645.0,693.0,4071.0,2295.0,3295.0,2032.0,2830.0,618.0,1387.0,1142.0,787.0,1271.0,1624.0,3667.0,1065.0,4565.0,4056.0,489.0,5570.0,6647.0,5618.0,3321.0,4224.0,369.0,392.0,380.0,1897.0,78393.4,1065470.0,1257933.147651
50050,973.0,805.0,2871.0,1887.0,255.0,3590.0,5525.0,3582.0,981.0,6014.0,3297.0,3898.0,2836.0,4042.0,687.0,2140.0,1666.0,1212.0,2608.0,2094.0,5362.0,1691.0,6020.0,5131.0,924.0,8113.0,10075.0,7460.0,4655.0,4903.0,479.0,536.0,470.0,2830.0,109612.0,1429952.0,1395431.915138
50051,918.0,930.0,2964.0,1603.0,266.0,3876.0,5610.0,3464.0,1188.0,5761.0,2848.0,3332.0,2433.0,4084.0,702.0,1660.0,2034.0,1038.0,1765.0,1458.0,4413.0,1594.0,5533.0,5222.0,803.0,6570.0,7879.0,5708.0,4402.0,4688.0,389.0,458.0,447.0,2878.0,98920.5,1379226.0,1521016.402773
50052,977.0,1024.0,2624.0,1514.0,332.0,2510.0,5256.0,2953.0,1009.0,3453.0,2714.0,2230.0,2248.0,3833.0,701.0,1343.0,1634.0,911.0,1369.0,861.0,4465.0,1537.0,5064.0,3912.0,744.0,5992.0,7122.0,4843.0,4114.0,4130.0,374.0,548.0,383.0,2835.0,85560.0,1087673.0,1358576.55471
50053,835.0,893.0,1851.0,1401.0,378.0,3019.0,4960.0,2672.0,963.0,5018.0,2482.0,3275.0,1890.0,3207.0,514.0,1412.0,1373.0,919.0,1712.0,1343.0,3711.0,1243.0,4373.0,3416.0,596.0,5498.0,6322.0,4656.0,3633.0,3339.0,318.0,474.0,380.0,2486.0,80562.8,1014583.0,1241623.062427
50054,1152.0,863.0,2287.0,1636.0,499.0,3035.0,6899.0,3527.0,1104.0,5457.0,2640.0,3503.0,2385.0,3798.0,699.0,1834.0,1426.0,990.0,1801.0,1411.0,4350.0,1407.0,4700.0,3975.0,673.0,6354.0,7662.0,5569.0,3906.0,3579.0,371.0,549.0,348.0,2557.0,92945.3,1199927.0,1405650.279592
50055,953.0,611.0,1750.0,1481.0,439.0,3741.0,5272.0,3532.0,710.0,5090.0,2686.0,2608.0,1984.0,3285.0,677.0,1439.0,1214.0,982.0,1647.0,1136.0,3664.0,1076.0,4720.0,4066.0,529.0,6506.0,7622.0,4936.0,3832.0,3256.0,385.0,516.0,386.0,2422.0,85151.2,1100702.0,1125620.005913
50056,958.0,700.0,1569.0,1591.0,283.0,2637.0,6347.0,2618.0,913.0,5606.0,2396.0,3300.0,2006.0,3548.0,610.0,1382.0,1168.0,828.0,1565.0,1450.0,3927.0,1318.0,4404.0,3954.0,554.0,5818.0,7518.0,5911.0,3457.0,3841.0,353.0,455.0,310.0,1980.0,85277.0,1079772.0,1347519.419586
50057,879.0,878.0,1811.0,1406.0,334.0,3129.0,5343.0,3123.0,803.0,5166.0,2633.0,3122.0,1986.0,3534.0,584.0,1430.0,1865.0,816.0,2114.0,1398.0,3796.0,1317.0,3699.0,3736.0,709.0,5972.0,6017.0,5629.0,3267.0,3989.0,373.0,549.0,307.0,2026.0,83738.4,1038631.0,1190379.324627
50058,894.0,754.0,2690.0,1584.0,390.0,2736.0,5235.0,3238.0,1133.0,4970.0,3128.0,3174.0,2346.0,3848.0,618.0,1732.0,1386.0,943.0,1573.0,1464.0,5001.0,1559.0,5521.0,4502.0,793.0,5878.0,8720.0,5574.0,3926.0,4268.0,332.0,484.0,351.0,2499.0,93246.8,1234976.0,1360092.833155
50059,977.0,874.0,2835.0,1837.0,381.0,3712.0,5035.0,3555.0,997.0,4937.0,3406.0,3537.0,2771.0,3775.0,657.0,1810.0,1453.0,1006.0,1386.0,1485.0,4902.0,1633.0,5832.0,5590.0,597.0,5443.0,8226.0,6136.0,4481.0,4635.0,358.0,516.0,587.0,2600.0,97960.2,1251668.0,1592462.463708
50060,1127.0,1044.0,2579.0,1813.0,424.0,3564.0,7353.0,4192.0,1192.0,6803.0,3372.0,4089.0,2832.0,4276.0,865.0,2164.0,1278.0,1002.0,1452.0,2054.0,4795.0,1623.0,6319.0,4589.0,904.0,6605.0,9037.0,6976.0,4073.0,3497.0,376.0,460.0,319.0,2592.0,105640.0,1400083.0,1415748.781458
50102,812.0,687.0,2245.0,2178.0,546.0,3184.0,5388.0,3479.0,1304.0,5544.0,3289.0,4120.0,2485.0,3274.0,566.0,1852.0,1555.0,1054.0,1889.0,1960.0,4679.0,1461.0,5479.0,4996.0,566.0,5175.0,7004.0,6591.0,3619.0,3991.0,447.0,627.0,349.0,2400.0,94795.8,1215245.0,1521734.208342
50103,876.0,637.0,1850.0,1894.0,359.0,3224.0,6089.0,3004.0,1091.0,5695.0,2980.0,3607.0,2240.0,3629.0,564.0,1778.0,1720.0,959.0,1872.0,1778.0,4113.0,1415.0,5574.0,4624.0,449.0,5383.0,6977.0,6294.0,4219.0,4181.0,341.0,555.0,314.0,2453.0,92736.0,1213391.0,1549231.307073
50104,1057.0,992.0,2188.0,1767.0,396.0,3335.0,6939.0,3720.0,1310.0,5747.0,3169.0,3892.0,2514.0,4243.0,848.0,1642.0,1532.0,1190.0,2018.0,1656.0,4554.0,1554.0,4813.0,4778.0,763.0,7884.0,8052.0,5600.0,4439.0,3836.0,406.0,690.0,312.0,2953.0,100789.0,1427080.0,1829971.449092
50105,898.0,735.0,1884.0,1789.0,340.0,3180.0,5240.0,3197.0,910.0,5068.0,2584.0,3424.0,2165.0,3408.0,676.0,1662.0,1497.0,780.0,1617.0,1603.0,4097.0,1244.0,4861.0,4369.0,575.0,4916.0,7379.0,5841.0,3706.0,3826.0,315.0,445.0,324.0,2262.0,86817.4,1189613.0,1527471.723692
50106,823.0,811.0,1972.0,1796.0,370.0,2861.0,5204.0,2407.0,1144.0,5449.0,3204.0,3489.0,2197.0,2903.0,669.0,1447.0,1307.0,1030.0,1726.0,1586.0,3843.0,1253.0,4595.0,4662.0,757.0,6522.0,7121.0,6355.0,3999.0,3453.0,351.0,583.0,565.0,2359.0,88815.7,1148137.0,1424967.730622
50107,1119.0,888.0,2639.0,1980.0,419.0,3726.0,8454.0,3652.0,1093.0,6750.0,3615.0,3493.0,2925.0,3961.0,811.0,1746.0,1599.0,1127.0,2284.0,1834.0,4449.0,1308.0,5352.0,4702.0,850.0,7456.0,8344.0,6980.0,4222.0,4355.0,406.0,564.0,369.0,2713.0,106183.0,1353774.0,1737604.690908
50108,941.0,600.0,2001.0,2012.0,397.0,3424.0,6122.0,3023.0,994.0,5959.0,2842.0,4110.0,2386.0,3393.0,668.0,1630.0,1313.0,945.0,1298.0,2203.0,4328.0,1436.0,5486.0,3938.0,582.0,6273.0,7788.0,5941.0,3800.0,4120.0,370.0,544.0,390.0,2447.0,93703.3,1215796.0,1595925.839712
50109,884.0,699.0,2453.0,1492.0,417.0,3183.0,5219.0,3214.0,1050.0,4678.0,2840.0,2917.0,2170.0,3811.0,611.0,1755.0,1265.0,878.0,1537.0,1185.0,4133.0,1516.0,4966.0,4300.0,681.0,5620.0,7993.0,5649.0,4240.0,4221.0,432.0,530.0,376.0,2666.0,89580.2,1133839.0,1402078.350644
50110,953.0,876.0,1655.0,1432.0,395.0,2058.0,4614.0,2308.0,1022.0,3703.0,2589.0,2547.0,2087.0,2637.0,593.0,1626.0,1111.0,797.0,1263.0,1402.0,3493.0,1142.0,3917.0,3453.0,593.0,4226.0,6506.0,3956.0,3628.0,3291.0,389.0,436.0,359.0,2575.0,73630.0,1053286.0,1571178.281151
50111,1087.0,612.0,2035.0,1700.0,326.0,3087.0,5614.0,3703.0,1113.0,5389.0,2907.0,3972.0,2261.0,4082.0,676.0,1473.0,1143.0,958.0,1689.0,1763.0,4456.0,1241.0,5044.0,4283.0,449.0,5918.0,6811.0,5696.0,3865.0,3992.0,296.0,535.0,376.0,2674.0,91223.5,1253466.0,1504193.587343
50112,674.0,816.0,2123.0,1701.0,341.0,2875.0,4945.0,2490.0,1016.0,4961.0,2909.0,3302.0,2351.0,2969.0,666.0,1579.0,1375.0,908.0,1830.0,1703.0,3514.0,1368.0,4466.0,4435.0,663.0,5674.0,6561.0,5322.0,3416.0,3661.0,364.0,550.0,337.0,2504.0,84365.8,1178621.0,1513358.802141
50113,744.0,667.0,2204.0,1991.0,325.0,3049.0,4827.0,2921.0,846.0,5427.0,2601.0,3785.0,2142.0,3386.0,618.0,1461.0,1241.0,1030.0,1549.0,1846.0,3266.0,1190.0,4121.0,3620.0,593.0,6122.0,7611.0,5092.0,3411.0,3733.0,361.0,524.0,297.0,1870.0,84469.2,1118471.0,1391575.286078
50114,997.0,800.0,2132.0,1855.0,381.0,3426.0,4971.0,3194.0,1074.0,5111.0,3145.0,3585.0,2333.0,3669.0,659.0,1753.0,1330.0,820.0,1421.0,1590.0,4607.0,1107.0,5054.0,4300.0,733.0,5635.0,7157.0,5250.0,3762.0,3846.0,425.0,540.0,378.0,2153.0,89192.8,1185453.0,1485368.463258
50115,931.0,715.0,1966.0,1573.0,368.0,2674.0,5444.0,3014.0,803.0,4261.0,2561.0,3323.0,2038.0,3326.0,739.0,1630.0,1175.0,721.0,1503.0,1468.0,3986.0,1155.0,4712.0,4055.0,591.0,6203.0,6788.0,5427.0,3692.0,3496.0,346.0,416.0,327.0,2239.0,83664.7,1073935.0,1323748.49629
